w1,w2,fre_amplitude
9.942489899131420339e-01,1.005705695547507883e+00,3.999999999999998212e+08
9.944166625724861763e-01,1.005539905323601824e+00,4.099999999999998212e+08
9.945771133419041288e-01,1.005381204129301986e+00,4.199999999999998212e+08
9.947308591971104619e-01,1.005229087203995730e+00,4.299999999999998212e+08
9.948783705550818812e-01,1.005083094973577396e+00,4.399999999999998212e+08
9.950200764943374354e-01,1.004942808011084265e+00,4.499999999999998212e+08
9.951563692950605722e-01,1.004807842650261573e+00,4.599999999999998808e+08
9.952876084008984714e-01,1.004677847154808124e+00,4.699999999999998808e+08
9.954141238872882269e-01,1.004552498362182300e+00,4.799999999999997616e+08
9.955362195073076403e-01,1.004431498734033923e+00,4.899999999999997616e+08
9.956541753746942502e-01,1.004314573756120321e+00,4.999999999999997616e+08
9.957682503343454616e-01,1.004201469639472322e+00,5.099999999999997616e+08
9.958786840629026971e-01,1.004091951281923745e+00,5.199999999999998212e+08
9.959856989356301593e-01,1.003985800455217792e+00,5.299999999999998212e+08
9.960895016904914856e-01,1.003882814187984973e+00,5.399999999999997616e+08
9.961902849158920104e-01,1.003782803319121397e+00,5.499999999999998808e+08
9.962882283848517595e-01,1.003685591199641181e+00,5.599999999999997616e+08
9.963835002552700049e-01,1.003591012524054138e+00,5.699999999999997616e+08
9.964762581533360697e-01,1.003498912274809474e+00,5.799999999999997616e+08
9.965666501549550471e-01,1.003409144765449845e+00,5.899999999999997616e+08
9.966548156782235601e-01,1.003321572769870329e+00,5.999999999999997616e+08
9.967408862984533657e-01,1.003236066726557407e+00,6.099999999999997616e+08
9.968249864959665141e-01,1.003152504007898127e+00,6.199999999999997616e+08
9.969072343458260654e-01,1.003070768245668765e+00,6.299999999999996424e+08
9.969877421578163812e-01,1.002990748704622570e+00,6.399999999999996424e+08
9.970666170743046619e-01,1.002912339696746313e+00,6.499999999999996424e+08
9.971439616331054800e-01,1.002835440029238301e+00,6.599999999999996424e+08
9.972198743021207790e-01,1.002759952479586492e+00,6.699999999999997616e+08
9.972944499923331874e-01,1.002685783291300980e+00,6.799999999999997616e+08
9.973677805557034093e-01,1.002612841683862666e+00,6.899999999999997616e+08
9.974399552746808784e-01,1.002541039370280718e+00,6.999999999999996424e+08
9.975110613503902490e-01,1.002470290075280879e+00,7.099999999999996424e+08
9.975811843971607029e-01,1.002400509046537769e+00,7.199999999999996424e+08
9.976504089519596663e-01,1.002331612550451112e+00,7.299999999999996424e+08
9.977188190085591879e-01,1.002263517342702581e+00,7.399999999999996424e+08
9.977864985880045001e-01,1.002196140102071142e+00,7.499999999999996424e+08
9.978535323593313855e-01,1.002129396813607354e+00,7.599999999999996424e+08
9.979200063276861821e-01,1.002063202084055638e+00,7.699999999999996424e+08
9.979860086113631068e-01,1.001997468368039490e+00,7.799999999999996424e+08
9.980516303352217067e-01,1.001932105077587565e+00,7.899999999999996424e+08
9.981169666761128267e-01,1.001867017539391558e+00,7.999999999999996424e+08
9.981821181073188276e-01,1.001802105752821248e+00,8.099999999999996424e+08
9.982471919050031062e-01,1.001737262885720847e+00,8.199999999999996424e+08
9.983123040025391193e-01,1.001672373422139550e+00,8.299999999999996424e+08
9.983775813118247466e-01,1.001607310842902443e+00,8.399999999999996424e+08
9.984431646799319937e-01,1.001541934670696632e+00,8.499999999999996424e+08
9.985092127239793003e-01,1.001476086636789775e+00,8.599999999999995232e+08
9.985759069027230206e-01,1.001409585610904873e+00,8.699999999999995232e+08
9.986434583676461196e-01,1.001342220751480827e+00,8.799999999999995232e+08
9.987121174394752998e-01,1.001273742030399871e+00,8.899999999999995232e+08
9.987821870730565488e-01,1.001203846769258998e+00,8.999999999999995232e+08
9.988540425930902966e-01,1.001132159904695618e+00,9.099999999999996424e+08
9.989281617018700432e-01,1.001058203981627814e+00,9.199999999999996424e+08
9.990051721686932229e-01,1.000981351464751201e+00,9.299999999999996424e+08
9.990859318794809152e-01,1.000900744689756650e+00,9.399999999999996424e+08
9.991716729054860302e-01,1.000815151795401370e+00,9.499999999999995232e+08
9.992642859105003161e-01,1.000722682317023216e+00,9.599999999999995232e+08
9.993669593974485732e-01,1.000620147940615157e+00,9.699999999999995232e+08
9.994859327431967477e-01,1.000501309468639466e+00,9.799999999999995232e+08
9.996373987302903386e-01,1.000349974288867960e+00,9.899999999999995232e+08
9.999874999218735239e-01,1.000000000000000444e+00,9.999999999999995232e+08
nan,nan,1.009999999999999523e+09
nan,nan,1.019999999999999523e+09
nan,nan,1.029999999999999523e+09
nan,nan,1.039999999999999642e+09
nan,nan,1.049999999999999642e+09
nan,nan,1.059999999999999642e+09
nan,nan,1.069999999999999642e+09
nan,nan,1.079999999999999523e+09
nan,nan,1.089999999999999523e+09
nan,nan,1.099999999999999762e+09
nan,nan,1.109999999999999762e+09
nan,nan,1.119999999999999762e+09
nan,nan,1.129999999999999762e+09
nan,nan,1.139999999999999762e+09
nan,nan,1.149999999999999523e+09
nan,nan,1.159999999999999523e+09
nan,nan,1.169999999999999523e+09
nan,nan,1.179999999999999523e+09
nan,nan,1.189999999999999523e+09
