time,zdeflection,velocity,force,indentation,famp,fphat,freq_bas
3.506849315068492956e+00,-2.424370655774762184e+00,-3.181285296830141306e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.417590335287150815e-11,1.800000000000000000e+02,-2.235625000000000000e+07
3.514677103718199636e+00,-3.132979374313547005e+00,-3.154236482929154954e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.421653192269028708e-11,-1.786008069590734806e+02,-2.200693359375000000e+07
3.522504892367905871e+00,-3.834727721288621272e+00,-3.119946000633315634e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.426475643874632335e-11,-1.771904705012073009e+02,-2.165761718750000000e+07
3.530332681017612551e+00,-4.528003084324170757e+00,-3.078479245118403196e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.438626375961401863e-11,-1.758215932134544062e+02,-2.130830078125000000e+07
3.538160469667318786e+00,-5.211209374040874032e+00,-3.029918559186374114e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.459742586837139319e-11,-1.744182925127771853e+02,-2.095898437500000000e+07
3.545988258317025021e+00,-5.882770798296081516e+00,-2.974363008784669000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.481377952551531963e-11,-1.730158496162313781e+02,-2.060966796875000000e+07
3.553816046966731701e+00,-6.541135552936591324e+00,-2.911928210008558744e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.511689970863054682e-11,-1.716201681750701482e+02,-2.026035156250000000e+07
3.561643835616437936e+00,-7.184779568646650461e+00,-2.842746171082161891e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.542992516531046660e-11,-1.702028250380472514e+02,-1.991103515625000000e+07
3.569471624266145060e+00,-7.812210075654011376e+00,-2.766964939595352553e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.579913285387632242e-11,-1.688344171639820388e+02,-1.956171875000000000e+07
3.577299412915851295e+00,-8.421969151760496430e+00,-2.684748317515781673e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.628747067148374696e-11,-1.674389163897222375e+02,-1.921240234375000000e+07
3.585127201565557975e+00,-9.012637321054764783e+00,-2.596275581541842257e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.677794357268668859e-11,-1.660336307345847899e+02,-1.886308593750000000e+07
3.592954990215264210e+00,-9.582836836537127922e+00,-2.501741010190014640e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.736493509961848064e-11,-1.646433096520609354e+02,-1.851376953125000000e+07
